Symbol	MIIoocyte_FPKM	zygote_FPKM	early2cell_FPKM	2-cell_FPKM	4-cell_FPKM	8-cell_FPKM	ICM_FPKM	mESC_FPKM
Tsen15	0.0938712	0.490141	0.297844	23.6281	26.5475	22.6242	41.7857	33.7023
Rgl1	1.4623	0.67275	1.54958	0.491585	0.197796	0.0941826	1.32204	0.240492
Apobec4	0.0652305	0.0865332	0.0516539	3.02004	2.90858	7.96542	0.358909	0.988803
Arpc5	2.29993	2.58921	2.61842	0	0	0	0	0
Smg7	2.75934	2.55633	2.90067	7.66285	7.70391	12.7769	6.19281	11.5515
Lamc2	3.87086	1.94309	1.92961	0.659891	0.67643	1.30032	0.896619	0
Lamc1	1.89094	0.55409	0.332676	0.453916	0.140805	0.967598	19.2409	15.1411
E330020D12Rik	0	0.0969637	0.101123	0.0705732	0	1.01127	0.158356	2.28257
Dhx9	0.578336	2.67216	0.965117	32.4525	18.3279	49.4859	13.5734	7.57004
Npl	0.0528537	0.541268	0.748456	156.131	338.473	424.69	233.568	34.7433
C230024C17Rik	0	0	0	0.139345	0	0	0.015807	0
Rgsl1	6.63946	3.49609	2.76307	0.56899	0	0	0.0651393	0
5830403L16Rik	0.215984	0.181756	1.5035	1.01264	0.0479165	0.0270174	0	0
4930452N14Rik	0	0	0	0	0	0	0	0
Cacna1e	0.226675	0.140328	0.259096	0.0317238	0	0.0351246	0.00744804	0
Ier5	0	0.0632312	0.0161464	0.208326	0	0	0.132605	0
Mr1	0.0547023	0.0366606	0.0235281	0	0.0303368	0	0.124422	0
Xpr1	3.82691	3.04243	3.32149	12.9702	31.4714	67.7375	4.20033	4.65256
Lhx4	0	0.0257352	0	0	0	0.0716346	0	0
Qsox1	7.03011	3.05568	2.09572	3.78291	4.10655	0.391727	1.32079	0.531639
Cep350	1.60755	1.51706	1.05144	1.66497	0.48733	0.707616	0.416181	0.835627
Tor1aip1	13.3464	3.94099	2.48459	37.9325	50.6315	30.6358	7.67031	16.234
Fam163a	0.0173957	0	0.0765549	0.0355089	0	0	0.442283	0.118746
Tdrd5	5.73546	5.98317	1.83789	0.875111	0.755597	2.03107	0.0441584	0.0957932
Soat1	20.0792	21.5653	10.5319	5.58237	8.15862	12.598	36.4101	4.49871
Abl2	12.7117	16.3546	9.98098	19.5529	6.83308	1.73752	0.588074	0
Tor3a	0.107701	0.407175	0.538005	7.72118	11.5719	3.46128	2.8514	7.46426
Fam20b	0.369875	0.382644	0.315027	4.65821	5.5695	7.29595	3.93471	0.874897
Ralgps2	168.873	107.669	98.5586	79.7285	26.0892	35.656	58.5539	15.8996
Tex35	0	4.18427	3.33746	0.208976	0	0	0	0
Rasal2	19.3414	5.15672	3.96363	1.80837	1.41078	1.26318	0.447854	1.62877
Sec16b	0.718813	1.13312	1.18178	0.210283	0	0	0.0318494	0
Fam5b	0.0792272	0.319845	0.174841	0.026509	0.172519	0	0.0239737	0
Pappa2	0.399571	0.53731	0.346402	0.132463	0.115611	0.0185923	0	0
4930562F07Rik	0	0	0	0	0	1.76948e-05	0	0
Tnn	1.2143	0.44599	1.06984	0.209614	0.209783	0.0650906	0.0259344	0
Cacybp	1.54893	3.43416	7.47131	46.4385	66.7203	97.5695	437.741	751.169
Rabgap1l	10.1013	9.00407	7.3166	2.13074	0.989074	0.412083	0.152793	0.425679
Gpr52	0	0	0	0.0456872	0	0	0	0
Serpinc1	0	1.4864	3.93986	21.7572	17.7989	10.3118	0.449462	1.18224
Zbtb37	10.7091	22.8344	28.9434	10.2966	14.0853	11.6962	2.215	3.0359
Dars2	0.294393	0.992146	1.02856	3.86253	10.8181	14.1052	22.7337	33.1792
Klhl20	1.55989	0.988325	0.720391	1.00682	2.40568	1.65323	2.14794	5.26895
4930469G21Rik	0	0.0288464	0.144718	0.0667199	0	0.067676	1.50925	1.20684
Prdx6	7.5264	8.34098	13.8588	26.9903	80.9849	362.506	337.913	332.008
Fasl	0	0	0	0	0	0	0	0
Suco	24.4936	18.0382	6.56385	9.58821	2.81798	2.01484	1.96357	1.72021
4930558K02Rik	0	0	0.132979	0	0	0.147341	0	0
Dnm3	12.1238	27.7871	16.0155	2.56797	0.39034	0.256445	0.0694051	0
Mettl13	0.0328451	0.09445	0.422996	6.12576	21.3428	9.50178	7.58845	6.5407
7420461P10Rik	109.64	185.864	155.466	21.94	3.85745	1.57502	1.75774	0
Prrc2c	27.0676	14.4312	11.26	23.7195	17.9554	31.53	25.5799	43.8602
Fmo4	6.23964	7.04212	8.15821	1.03064	0.433182	0	0.219783	0.471549
Fmo1	0	0	0.0766454	0.0193308	0	0.242484	0.277108	0.244281
Fmo2	0.0398568	0.013462	0	0	0	0	0	0
Fmo6	0.338021	0.606266	0.637863	0.073608	0.208988	0	0	0
Fmo3	2.26587	2.50682	3.4467	0.356974	0	0	0	0
Mroh9	0	0	0	0	0	0	0	0
Prrx1	0.110332	0.0884015	0.237636	0.00880144	0	0	0.0326111	0
Gorab	1.71521	1.80029	1.63376	1.57504	3.0399	3.06788	9.81293	0.314656
Mettl11b	0	0.050453	0	0	0	0	0.117829	0
BC055324	1.62519	8.53169	5.42508	11.8092	33.3779	62.3637	25.8007	48.9315
Gm16548	0	0.538723	0.690367	0	0.141545	0	2.91751e-05	0
Blzf1	20.0938	30.4035	21.1802	3.88016	13.8834	16.2296	13.9706	15.3659
Atp1b1	4.33997	3.96168	6.24443	4.1014	2.02195	3.23322	20.3255	6.09463
Xcl1	0	0	0.555035	0	0	0	0	0
4930568G15Rik	0	0	0	0	0	0	0	0
Tbx19	38.9127	30.6628	47.9897	15.6058	2.40391	0.316916	0.0722886	0
Sft2d2	2.92094	3.32091	2.44383	0.143303	0.0790815	0.0306447	1.85513	4.83728
Tiprl	33.4875	27.0473	21.1975	166.34	146.337	115.598	48.5628	51.3701
Dcaf6	8.19281	2.6489	5.6434	2.17944	1.48238	1.24339	0.389433	0.607513
Adcy10	0	0	0.211114	0	0.680105	2.48652	0	0
Mpzl1	18.299	54.6378	47.4667	10.7911	7.94498	11.5176	11.2635	37.6876
Rcsd1	1.5017	2.76942	2.31738	0.53198	0.230392	0.424835	0.0330079	0.998037
Pou2f1	57.5535	13.6486	9.3271	2.12199	3.56405	6.35086	7.29896	6.29179
Dusp27	0	0.0352101	0.0129277	0.0135231	0	0.053521	0.363043	9.47903
Mael	18.6223	59.2669	78.6233	42.7429	23.9219	43.1882	6.3134	44.8854
Pogk	0.675243	0.169288	0.331503	0.236854	0.194735	0.605834	0.0640878	0.0453107
Gm4846	0.100364	0.851481	1.3181	0.132313	0	0	0.0197873	0
Gm4847	0	0.0150254	0	0.0319193	0	0	0	0
Fmo9	0	0	0	0	0	0	0	0
Gm16701	0	0	0	0	0	0	0	0
Uck2	14.533	47.8579	66.1328	143.129	180.328	105.417	131.477	44.9701
Mgst3	962.433	290.047	467.354	31.068	8.65976	3.73082	41.7124	92.0306
Lrrc52	0.0693565	0.0738353	0.112576	0	0	0	0.155588	0
Pbx1	0	0.00626788	0	0	0	0	0.0512607	0.230825
Nuf2	216.703	337.869	210.997	15.4565	11.153	14.6378	17.8189	23.2224
Rgs4	0	0.0492807	0.0905862	0.0300607	0	0	0	0
Hsd17b7	51.3639	37.6219	23.2023	7.61441	4.739	2.63905	5.85669	5.83479
Ddr2	42.6913	13.0844	13.6773	60.6819	12.4772	4.00475	110.906	0
Uap1	11.2544	5.17612	6.06688	63.7223	158.333	323.265	70.691	13.9058
Uhmk1	11.1471	12.5188	12.6794	35.0395	29.7481	33.1334	2.77847	1.64434
Gm7694,Nos1ap	18.5952	5.95513	8.85818	1.74413	0.477423	0.0765035	0.0443636	0.0388767
Atf6	37.9105	15.638	7.55459	2.04929	7.6343	16.5002	6.77073	9.22756
Dusp12	109.058	124.851	124.741	21.5686	38.3604	94.4242	53.9089	87.273
Fcrlb	0.118337	0	0	0	0	0	0	0
Fcrla	0	0	0.0371688	0	0	0	0.168416	0
Fcgr2b,Fcgr3	0.335524	1.32452	3.80645	157.99	162.078	212.695	44.4135	0.514046
Fcgr4	2.83741	3.78062	4.05006	0.341606	0	0	0.0449793	0
1700009P17Rik	0	0	0.229414	11.4827	0.151991	0.104206	0	0
Sdhc	158.124	87.3965	73.2344	26.4832	46.5855	44.0596	157.457	292.628
Pcp4l1	0	0.149188	0.601323	1.15136	2.48073	0.346754	0.0362937	0.0759004
Tomm40l	0	0.0496016	0.131118	0.0506991	0.274267	0	3.79678	7.33674
Fcer1g	0	0	0	0.10751	0	0	0	3.5824
Ndufs2	5.6523	26.0213	15.1194	31.3174	25.583	21.5866	137.118	117.344
Ppox	0.641625	2.40342	2.36017	0.277886	0	0.529513	4.85232	1.91454
Usp21	118.078	39.214	51.7219	17.0038	14.6363	8.55514	9.39838	14.1389
Ufc1	1.32594	7.02101	8.53847	26.95	93.6605	132.911	127.108	130.855
Nit1	0.627036	2.50289	3.03301	7.72629	9.85539	12.7624	32.7639	31.969
Klhdc9	0.0465595	1.31753	1.06888	1.17568	1.63142	2.04961	2.03506	1.89467
Alyref2	1.78018	2.03496	2.43035	0.241483	0.86746	1.06999	4.1072	6.90739
Itln1	0	0	0.0576706	0.280548	0.887995	0.699801	0	0
Ly9	0	0	0	0	0	0	0	0
Slamf7	0.0992632	0.143324	0.127622	1.2423	0.400356	0.492631	0.162341	0
Vangl2	0.0616118	0.160471	0	0	0.108371	0.269326	0.636094	7.53651
Nhlh1	0	0	0.0217869	0	0.0325715	0	0.0410934	0
Ncstn	63.9842	18.3646	24.5559	4.03481	11.0347	14.5494	17.124	19.7601
Pex19	0.0229166	6.32132	10.9575	18.7581	55.8832	55.2142	7.70553	8.57477
Pea15a	0	0.0191231	0.202766	0.962099	1.891	1.81825	1.4783	7.31679
Casq1	0	0.101574	0.0388347	0.180131	0	0	0.0297506	12.8731
Atp1a4	0	0	0	0	0	0.0554294	0	0
Atp1a2	0	0.0139616	0	0	0.0116887	0	0	1.45653
Kcnj9	0	0.0357242	0	0	0	0	0.0161537	0
Pigm	32.4443	10.3601	9.3083	10.9196	14.0746	9.92165	3.83036	0.749882
4933439K11Rik	0.186192	0	0	0	0	0	0	0
Slamf8	0	0	0	0	0.906413	0.587471	0	0
Fcrl6	0	0	0	0	0	0	0	0
Dusp23	17.4992	5.55133	7.61001	1.74137	0.318804	0	0.406773	0.257715
Apcs	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0.131523	0
Olfr1406	0	0	0	0	0	0	0.0582194	0
Fcer1a	0	0	0	0	0	0	0	0
Mptx2	0	0	0	0	0	0	0.169722	0
Darc	0	0	0	0	0	0	0	0
Cadm3	0	0	0.0124784	0	0	0	0.0236201	0
BC094916	0	0	0	0	0	0	0	0
Pydc4	0	0	0	0	0	0	0.0335742	0
AI607873	0	0	0	0	0	0	0	0
Ifi204	0	0	0	0	0	0	0	0
Mndal	0	0	0	0	0	0	0.378988	0
Mnda	0	0	0	0	0	0	0	0
Ifi203	0	0.0128381	0	0	0	0	0	0
Ifi202b	0	0	0	0	0	0	0	0.108339
Ifi205	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0.0696412	0
Spta1	0.0590889	1.68288	1.34668	0.382462	0.279595	0	0	0
Olfr419	0	0	0	0	0	0	0	0
Fmn2	38.2202	24.5446	22.632	11.6818	1.10086	0.711248	1.06883	0
Grem2	0	0.0118991	0	0	0	0	0	0
Rgs7	0.0572729	0.191649	0.186626	0	0	0	0.534885	0
Fh1	35.3428	32.1401	45.1621	7.60514	13.0965	13.5435	90.4649	73.2201
Chml,Opn3	24.7145	10.1362	11.844	1.68654	1.47017	0.962643	0.241937	1.40362
Exo1	0	0	0.546158	28.9077	123.053	113.542	9.39671	0
Pld5	0.100309	0.0797399	0.135537	0.134533	0.0472322	0	0	0
Cep170	21.5517	26.4827	31.6242	7.8082	7.8413	8.42018	2.77355	2.25793
Mir350	0	0	0	0	0	0	0	0
Hmga2-ps1	1.46846	8.98631	7.45631	1.28555	2.91886	3.26185	0.0626192	0
Akt3	17.5031	16.9621	14.7837	17.9454	3.99836	1.53926	0.501687	3.27243
2310043L19Rik	0	0	0.32408	0	0	0	0	0
Adss	105.4	332.447	195.452	31.6097	27.1553	33.3405	78.5866	145.209
Cox20	0.191712	0.488915	0.987282	6.23745	7.20081	5.52652	4.33534	6.88732
Hnrnpu	69.1958	77.1807	39.6502	69.1883	132.124	111.931	94.5174	177.457
Smyd3	96.2466	80.1092	26.4422	27.9233	14.322	16.8027	21.8222	16.9574
Tfb2m	12.5176	9.64582	13.0183	26.6406	36.3264	35.5128	7.42384	13.3899
Sccpdh	0	0	5.06998	21.7483	7.20078	0.767034	0.767783	0
Sccpdh	0	0.184183	5.77977	2.81583	1.38337	0.666568	2.59234	1.24503
Ahctf1	40.4325	19.2004	28.9028	43.4861	51.2782	49.9928	13.2411	22.0565
Adck3	0.824287	0.715925	0.548841	1.44885	6.20526	1.93387	0.708644	5.27515
Psen2	238.676	66.7641	17.7844	0.930116	6.0556	2.34361	1.09811	0.475569
Gm5069	0	0.0199295	0	0	0	0.0420521	0.0941109	0.0811515
6330403A02Rik	0	0	0	0	0	0	0	0
Mixl1	0.0295208	0.29086	0.495684	6.21298	24.847	27.1417	0.374265	1.63721
H3f3a	28.2983	258.034	284.95	171.145	173.015	266.568	282.265	408.471
Ephx1	0.0649439	0.138762	0	0	0.293376	1.94649	1.78326	5.93008
Nvl	10.367	12.6396	8.45869	17.7455	32.5208	41.8975	17.6648	57.3848
Wdr26	15.8453	15.4909	12.8961	31.7248	14.1771	14.3215	4.72473	3.59233
Ccdc121	0	0.0420766	0.0335241	0	0	0	0.108875	0
Lbr	81.475	12.3535	5.6696	54.2564	108.046	140.874	49.5904	190.828
Enah	16.3366	22.1492	23.437	11.2633	7.24056	18.8548	20.4054	30.5343
Vmn1r1	0	0	0	0	0	0	0	0
Degs1	997.629	460.68	358.544	90.366	55.2858	126.682	140.237	117.178
Fbxo28	12.1991	13.6416	6.8054	5.54323	1.20413	1.06671	1.46094	2.92024
Capn2	0	0	0.0347871	0.0864328	0.164446	0.0475274	2.57429	0.833039
4922505E12Rik	0	0.0732505	0	0	0	0	0	0
Tlr5	0.0123045	0.212025	0.851744	0.0530966	0.0641104	0	0.0404286	0.0446555
Disp1	8.62986	3.62826	3.8537	0.596181	0.299072	0.164148	0.366722	2.69083
Brox	6.09425	7.51095	6.52703	1.95903	1.6834	1.82955	0.750808	1.44864
Mia3	67.6163	31.15	12.8717	5.42642	12.1857	16.4984	8.25312	11.0907
1700056E22Rik	0.796972	0.484906	0.832091	0.328501	0.0953697	0	0.4421	0
1700112H15Rik	3.02042	3.23591	0.643691	0.0482844	0	0	0	0
Hlx	0	0	0.0836735	0.0527606	0	0	0	0
Marc1	0	0	0.0254951	0.230406	0	0	0.0480196	0.0530056
Marc2	93.622	31.2706	41.5572	158.424	227.397	128.908	16.1865	18.114
Mir1981	0	0	0	0	0	0	0	0
C130074G19Rik	0.047364	0	0	7.67906	25.1657	32.849	0.181492	0.0781675
Mark1	0.0851429	0.058722	0.0239585	1.08089	2.78734	1.26416	0.321631	0.0872608
Iars2	1.58286	0.549637	0.864912	0.940757	3.15328	2.44246	19.1418	7.10353
Bpnt1	0	0	0	0.425771	0	0	0.197716	1.71423
9630028B13Rik	0.0189611	0.0420577	0	0.0836739	0.0698901	0.0637415	0	0.0323035
Gm2061	0	0	0	0	0.0873466	0	0	0
Lyplal1	60.7764	91.3043	106.194	8.54635	1.98121	1.52308	0.764315	3.31554
Tgfb2	253.558	262.66	177.096	43.7036	4.21253	0.78812	0.615561	0.29065
Rrp15	10.4099	16.368	9.11266	155.776	316.824	432.215	136.39	194.908
Spata17	3.91674	5.49426	0.686555	0.377346	0.814975	0.674911	1.54912	0
9330162B11Rik	0	0	0.0269942	0.0612483	0	0	0.0247139	0
Ush2a	0	0.0503924	0.307977	3.45471	0	0.234303	0	0
Kctd3	23.8581	30.3265	36.2465	47.777	14.4622	6.8872	3.54085	17.0293
Kcnk2	0.498719	0.0817904	0.0831012	0.11666	0	0	0	0
Cenpf	1332.94	413.371	49.2929	168.993	36.581	10.5913	50.8576	102.308
Smyd2	1.27039	0.594966	0.803737	0.0363626	1.10926	3.40978	4.38044	12.3286
Prox1	0.0938507	0.113253	0.119253	0	0	0	0	0.0262776
Rps6kc1	3.81404	3.35721	2.68814	0.428584	1.61875	2.24236	3.45427	4.45336
Vash2	0	0.0912502	0.0267425	0.125653	0.0404358	0.0829941	0.145923	3.6126
Mfsd7b	0.0220923	0.073322	0.374692	6.05979	2.96531	2.9153	3.56783	0.0750316
Tatdn3	2.00562	1.72208	1.36181	9.93252	18.0541	11.0867	16.2078	2.15784
Fam71a	0	0	0	0	0	0	0	0
Atf3	0	1.03904	1.59888	0.189371	0	0	2.80282	0.0774134
Nenf	0	0.34949	0.118365	0	0.92228	1.6585	2.73661	1.17096
Ppp2r5a	8.48817	5.27471	7.31565	3.10301	0.900758	0.402823	1.83368	0.92667
Dtl	53.762	56.2412	22.2938	33.1626	97.1967	103.158	32.4828	26.4576
1700034H15Rik,Slc30a1	6.19052	2.94508	2.38369	43.4918	23.1845	15.2767	4.13882	0
Rd3	2.10919	0	0.774919	10.0749	3.6905	0.881968	0	0
Mir3473c	0.198032	0.60766	2.02693	0.285938	0.0977238	0.141646	0.832133	0.301227
Mir3473c	0	0	0	0	0	0	0	0
Traf5	0.295063	0.881982	1.41233	0	0.0768084	0.222891	0.167542	0
Rcor3	3.89888	1.83865	1.19313	0.695902	0.87094	3.21592	1.52035	0.172313
Hhat	27.5296	6.8812	4.50814	0.240326	0.129254	0.340473	0.644344	0.423147
Sertad4	0	0	0	0	0	0	0.0495835	0
Syt14	16.3659	8.14195	6.32748	4.95723	0.528699	0.776155	0.195131	1.05856
Diexf	4.97436	3.8362	1.65885	3.75177	4.16142	3.48411	1.5258	4.21056
Traf3ip3	0.0357966	0	0	0	0	0	0	0
Hsd11b1	0.799855	0.388657	0.2689	0.17745	0	0	0.0716506	0.0912023
G0s2	0	0	0.0840105	0	0	0	0	0.164838
Camk1g	0.911323	0.8567	0.717623	0	0	0	0	0.276477
Mir205	0	0	0	0	0	0	0	0
4930503O07Rik	0	0	0.146606	0	0	0	0	0
Gm16897	0.0536394	0.0886556	0.114634	0.228966	0.0936611	0	0	0
Cd46	0	0	0	0	0	0.114853	0	0
Cr1l	87.7327	55.8513	23.2084	1.11819	10.517	31.3179	76.1752	48.281
Cr2	0	0.0223369	0.00819154	0.00689016	0	0	0.0135175	0
Tcea1	54.3463	40.4735	23.9422	109.035	83.9111	123.142	40.8786	4.66638
Sntg1	0	0.0124386	0.0403148	0.0959821	1.08856	3.23607	13.4272	6.24399
Kcnq5	0	0.355929	0.258479	0	0	0	0.0607273	5.59574
Raph1	0	0	0	0	0.0855007	0.493455	1.41369	0
Epha4	0	0.242905	0.0569571	0.222411	0.0252364	0.223049	6.47789	0
Mogat1	0	0	0.136229	3.34901	0.576616	2.30238	0.0848842	0
Rhbdd1	0.450944	1.03897	0.927004	2.00255	0.994492	0.882503	0.14278	0
Kif1a	0	0	0	2.22482	0.931128	1.22314	0.0641004	0
Pla2g4a	0	0	0.102906	1.25178	0	0	0	0
Ppp1r14c	0.665894	2.92805	1.19574	0.415456	0.0832322	0	0.253315	0.582344
Iyd	0.0942306	0.0318085	0.280593	0.220981	0.0519287	0	0	0
Plekhg1	108.51	76.5567	66.4736	7.29999	1.08754	0.38467	0.262809	2.34304
Mthfd1l	2.18757	1.85963	1.10737	0.987445	1.05924	1.15278	4.87047	13.5981
Akap12	27.2693	23.9692	19.8425	5.38596	7.90816	15.3175	44.0777	46.13
Zbtb2	4.19222	7.08982	7.02289	0.928153	0.134766	0.000326566	0.000132291	0
1700052N19Rik	2.0162	0.574346	0.604764	0.927035	1.7884	1.10207	17.1581	25.5598
Ccdc170	4.73906	4.50765	2.16572	0.470658	0.071658	0.133211	2.39932	1.68318
Esr1	2.88071	3.87683	2.96791	0.275325	0	0.230907	0	0
Esr1	44.583	19.7913	23.7381	4.64146	1.71346	0.300183	0.123729	0
Myct1	0	0	0	0.015966	0	0	0	0
Vip	0	0	0	0	0	0	0	0
Oprm1	0.0251365	0.055469	0.107636	0	0	0	0.0385041	0
Ipcef1	0	0.111544	0	0	0.218423	0	0.0395842	0
Lrp11	10.3403	2.38483	2.78151	1.22511	2.09224	3.90823	6.16415	6.42911
Pcmt1	0	0	0	0	0	0	0	3.64001
Pcmt1	0	0	0	5.30751	3.31092	4.15048	0.467514	0.503598
A630066F11Rik	0.390157	1.16319	2.51343	0.901355	0.835366	0.286579	1.93846	0
Nup43	48.0245	31.4641	22.7021	107.319	164.621	226.279	97.2299	156.01
Lats1	0.527832	0.914091	0.378317	1.92149	1.52451	2.93031	0.76554	1.12067
Katna1	75.4977	61.8156	45.1039	100.405	121.707	91.0516	57.6264	34.1768
Ppil4	208.707	176.539	47.7028	54.7629	56.4434	82.8135	31.4151	48.1484
Zc3h12d	0.158787	0.307182	0.503988	0.164564	0.038416	0.0308461	0.0208899	0
Mir5104	0	0	0	0	0	0	0	0
Gm6150	38.3971	35.727	17.123	2.89751	0.554637	0.0248755	0.201386	0
Stxbp5	0	0.104593	0	0.105147	0.025199	3.94386	0.593018	0
Gm5177	29.1032	35.644	35.5956	3.96888	0.363517	0.195787	0.142483	0
4930567K20Rik	0	0	0	0	0	0	0	0
Shprh	21.1777	13.8864	7.80451	7.27021	7.18563	10.3863	6.15393	5.38435
Fbxo30	29.9877	21.1418	7.69185	2.92644	12.3873	10.4909	10.5479	5.55066
Epm2a	0.1645	0.0303425	0.968018	6.38986	8.39021	5.38133	0.163944	0
Sf3b5	72.6016	14.6208	32.7366	193.155	270.754	175.528	291.161	216.521
Plagl1	3.93793	4.71152	3.17285	1.25173	0.110041	0.346716	0.271791	0.0224815
Fuca2	0	0.095803	0.0986824	0.533965	2.81198	5.79761	30.8118	2.2796
Adat2	0.0614099	0.0712327	0.0827	0.198375	1.89375	1.59434	20.9282	5.52287
Hivep2	12.9291	6.31303	3.91736	0.753548	0.183096	0.174528	0.492381	0
Gpr126	10.797	20.9645	10.63	1.34058	0.0581185	0.0392873	0.140747	0
1700016L04Rik	0.195482	0	0	0.0707076	0	0	0	0
Nmbr	0.767869	0.526767	0.167191	0.353265	0	0	0.0981616	0
Cited2	12.7759	8.45275	1.49917	0.478961	0.370442	0.580553	1.29776	8.72126
Txlnb	0.158346	0.104674	0.0371444	0	0	0.0282358	0.0232661	1.36045
Reps1	31.9073	15.682	14.572	32.5713	13.1603	11.3298	10.8946	6.66385
Nhsl1	22.8496	7.19762	7.04569	3.37015	1.82069	0.49351	0.189527	1.01168
D10Bwg1379e	1.37632	2.46608	1.25393	0.07541	0.0290161	0.00725367	0.105963	0
Gm4922,Perp	3.86894	4.21009	2.55505	0.830723	0.328554	13.8305	26.9648	2.12084
Tnfaip3	3.11688	0	0.958653	0	0	0	0	0
Gm20139	0	0.0190168	0	0	0	0	0.116908	0
Olig3	0	0	0	0	0	0	0	0
Ifngr1	0	0.0356856	0.322658	1.31892	10.672	8.75181	3.93745	0.437939
Il22ra2	0	0	0.0659196	0	0	0.224541	0.828835	0
Il20ra	0	0.0224663	0	0	0.310319	0.0837992	0	0
Map3k5	174.158	66.2732	63.1458	16.7287	10.5733	8.92329	4.38246	4.21003
Map7	20.1981	12.9129	9.44787	7.87619	31.816	43.1572	14.5685	1.64305
Gm6251	3.54946	5.71385	7.0648	57.5063	226.985	272.453	216.143	270.411
Bclaf1	41.9634	50.4516	18.3945	140.019	229.79	121.401	75.3474	77.4887
Mtfr2	53.7378	43.3246	16.8329	10.0903	9.6783	7.72919	5.61843	0.304241
Ahi1	0.621928	0.422056	0.520972	0.346034	0.119384	0	0.136081	6.7099
Hbs1l	21.9925	33.3444	22.2425	3.86838	7.51428	11.1908	36.8372	42.6689
Aldh8a1	0.0923615	0.215768	0.281745	0.0603217	0	0	0	0
1700020N01Rik	0	0.080616	0.122754	0.293364	0	0	0	6.35417
Gm5420	0	0.02113	0	0	0	0	0.0469278	0
Sgk1	14.7975	10.6417	15.3	13.7317	80.528	167.274	92.0105	427.756
E030030I06Rik	3.30111	2.69307	0.416973	4.19949	7.3572	0.000317631	5.84263	5.40239
H60b,Raet1a,Raet1b,Raet1c,Raet1d,Raet1e	11.6057	16.9576	9.4453	0.68158	1.51986	7.97729	9.31942	10.9458
C920009B18Rik	0	0.0488259	0	0	0	0.165068	0	0
Gm10825	0	0.0773192	0.0363654	0	0	0	0	0
Slc2a12	10.0343	8.87172	12.3461	1.21784	0.083508	0.0430684	1.31986	0.0580938
Slc18b1	0.823938	1.68907	1.71464	3.82801	2.5185	2.22093	3.28328	3.0534
Vnn3	0	0.0950561	0.0311954	0.127108	0.173233	0.0244552	0.432954	0
Vnn1	0	0.0337667	0	0.102752	3.07528	74.8018	72.4757	0.0946301
Taar1	0	0	0	0	0	0	0	0
Taar2	0	0	0	0.344832	0.776894	0.726358	0	0
Taar3	0	0.0517613	0	0	0.176211	0	0	0
Taar4	0	0	0	0	0.173768	0	0	0
Taar5	0	0	0.0635524	0	0	0	0	0
Taar7b	0	0	0	0	0	0	0.109246	0
Taar7d	0	0	0	0	0	0	0	0
Taar7e	0.15407	0	0	0	0	0	0	0
Taar7f	0	0	0	0	0.0786892	0	0	0
Taar8a	0	0.0515703	0	0	0	0	0	0
Stx7	53.9089	37.7496	43.4133	10.292	6.57757	28.0962	27.0438	26.4107
Moxd1	0.276101	0.240017	0.0549144	0	0	0	0	0.215675
Ctgf	0	0.0248885	0.113775	0.0700823	0.131224	0.474293	23.7933	2.90808
Med23	40.5702	24.7785	26.2335	12.0298	22.5469	19.8751	10.4271	30.1527
Arg1	0	0.0306239	0.0362966	2.777	2.35523	2.70972	0	0
Epb4.1l2	142.978	62.9981	54.8889	13.2166	7.7021	5.8509	21.234	20.8616
Gm9767	177.59	178.548	50.3324	315.922	583.167	460.069	518.49	720.174
Gm9767	0	0	0	0	0	0	0	0
Samd3	0.267059	0.380966	0.11677	0.0489544	0	0	0.0205204	1.39137
Arhgap18	22.5615	84.9153	67.6908	6.10814	30.497	80.6812	3.83596	1.11805
Ptprk	1.02311	0.722763	0.427907	0.358359	0	0.372151	13.877	16.9514
Themis	4.39776	5.01698	3.13262	1.30405	0.278492	0	0.0494803	0
Soga3	0	0.0359403	0.0131967	0	0	0	0.0566533	0
9330159F19Rik	0.0110452	0.020062	0	0	0	0	0	0
Echdc1	9.03619	25.8972	15.2032	3.16147	1.63332	2.12853	1.94779	5.71782
Hddc2	5.98407	6.66156	2.64358	2.45458	8.21075	6.72811	102.133	108.62
Trdn	0.0427402	0	0.0114406	0	0	0	0	0
Sult3a1	0	0	0	0.056446	0	0	0	0
Rsph4a	0	0	0	0	0	0.0810984	0.387893	0.150033
Bet3l	58.276	78.0212	33.5862	5.72175	1.06155	0.0381993	0.174887	0
Tspyl1	41.7551	75.3329	60.2703	22.6968	7.58794	5.75484	13.7519	5.19194
Tspyl4	14.4921	12.8672	7.85237	1.2602	0.535676	0.0432479	0.121175	0.0559412
Col10a1	0.0623985	0.322781	0.382182	0.0422055	0	0	0	0
Frk	3.09263	2.15888	2.45478	0.844215	0.653999	1.46657	1.00732	0.0930018
Hs3st5	4.56266	10.2121	3.93947	0.28271	0.196595	0.0346994	0.0211646	0
Hdac2	18.0579	9.69024	15.7386	12.9818	12.6178	33.5963	48.6595	10.1006
Lama4	4.37328	5.31704	4.88773	0.661383	0.325052	0.267658	2.68167	0
Tube1	53.003	29.1689	25.343	2.64879	2.10978	0.837388	9.11151	2.58094
Fyn	19.819	11.6775	10.8647	10.1123	2.13666	0.972527	0.890335	0.175284
